公司名称,股票代码,顶格申购金额,发行价格,收盘价,网上中签率,一签获利,上市日期,inc,
爱乐达,300696,170000,22.38,32.23,0.01424,29420,2017/8/22,418.9408,
盛弘股份,300693,90000,14.42,20.76,0.02465,18825,2017/8/22,464.03625,
中国出版,601949,1090000,3.34,4.81,0.14116,9320,2017/8/21,1315.6112,
中宠股份,2891,100000,15.46,22.26,0.02275,15535,2017/8/21,353.42125,
中环环保,300692,105000,8.78,12.64,0.02599,22010,2017/8/21,572.0399,
ST起步,603557,140000,7.73,11.13,0.0394,22800,2017/8/18,898.32,
春风动力,603129,130000,13.63,19.63,0.02911,37270,2017/8/18,1084.9297,
科力尔,2892,80000,17.56,25.29,0.01849,22690,2017/8/17,419.5381,
永安行,603776,90000,26.85,38.66,0.02637,63760,2017/8/17,1681.3512,
秦港股份,601326,1670000,2.34,3.37,0.19975,9310,2017/8/16,1859.6725,
中广天择,603721,100000,7.05,10.15,0.0257,39020,2017/8/11,1002.814,
联合光电,300691,85000,15.96,22.98,0.02389,30565,2017/8/11,730.19785,
创业黑马,300688,170000,10.75,15.48,0.01356,33760,2017/8/10,457.7856,
纵横通信,603602,200000,15.18,21.86,0.01554,23500,2017/8/10,365.19,
澄天伟业,300689,170000,14.39,20.72,0.01357,14565,2017/8/9,197.64705,
勘设股份,603458,120000,29.36,42.28,0.02879,19880,2017/8/9,572.3452,
双一科技,300690,170000,32.12,46.25,0.01409,12855,2017/8/8,181.12695,
嘉诚国际,603535,140000,15.17,21.84,0.03163,13680,2017/8/8,432.6984,
海特生物,300683,100000,32.94,47.43,0.02576,12840,2017/8/8,330.7584,
南卫股份,603880,100000,11.72,16.88,0.02591,12430,2017/8/7,322.0613,
深圳新星,603978,200000,29.93,43.1,0.01573,25270,2017/8/7,397.4971,
智动力,300686,120000,9.39,13.52,0.02812,5765,2017/8/4,162.1118,
赛意信息,300687,200000,22.14,31.88,0.01503,11060,2017/8/3,166.2318,
艾德生物,300685,200000,13.86,19.96,0.01476,33755,2017/8/2,498.2238,
弘宇股份,2890,165000,12.76,18.37,0.01243,9290,2017/8/2,115.4747,
中公高科,603860,160000,15.62,22.49,0.01468,19230,2017/8/2,282.2964,
华扬联众,603825,160000,14.67,21.12,0.03166,13360,2017/8/2,422.9776,
朗新科技,300682,135000,5.51,7.93,0.03731,5145,2017/8/1,191.95995,
绿茵生态,2887,200000,42.01,60.49,0.01363,17805,2017/8/1,242.68215,
设计总院,603357,320000,10.44,15.03,0.04613,10260,2017/8/1,473.2938,
大参林,603233,120000,24.72,35.6,0.0372,18250,2017/7/31,678.9,
电连技术,300679,120000,67.72,97.52,0.02712,23775,2017/7/31,644.778,
东方嘉盛,2889,135000,12.94,18.63,0.02672,8015,2017/7/31,214.1608,
岱美股份,603730,140000,24.92,35.88,0.04152,17690,2017/7/28,734.4888,
禾望电气,603063,180000,13.36,19.24,0.04528,11600,2017/7/28,525.248,
中科信息,300678,100000,7.85,11.3,0.02523,9365,2017/7/28,236.27895,
英搏尔,300681,185000,17.46,25.14,0.01491,13530,2017/7/25,201.7323,
隆盛科技,300680,170000,8.68,12.5,0.01386,10535,2017/7/25,146.0151,
卫信康,603676,180000,5.53,7.96,0.04707,9640,2017/7/21,453.7548,
惠威科技,2888,80000,8.97,12.92,0.02222,9390,2017/7/21,208.6458,
英科医疗,300677,95000,20.39,29.36,0.02577,12040,2017/7/21,310.2708,
嘉泽新能,601619,580000,1.26,1.81,0.08983,7200,2017/7/20,646.776,
健友股份,603707,190000,7.21,10.38,0.04638,12060,2017/7/19,559.3428,
建科院,300675,135000,3.66,5.27,0.03033,7260,2017/7/19,220.1958,
索通发展,603612,230000,7.88,11.35,0.04025,41190,2017/7/18,1657.8975,
基蛋生物,603387,130000,22.25,32.04,0.02924,24290,2017/7/17,710.2396,
金龙羽,2882,240000,6.2,8.93,0.04519,5295,2017/7/17,239.28105,
华大基因,300676,120000,13.64,19.64,0.0356,47145,2017/7/14,1678.362,
东尼电子,603595,100000,13.01,18.73,0.02642,24410,2017/7/12,644.9122,
国科微,300672,110000,8.48,12.21,0.02694,8455,2017/7/12,227.7777,
佩蒂股份,300673,200000,22.34,32.17,0.01523,11965,2017/7/11,182.22695,
大元泵业,603757,80000,22.42,32.28,0.02534,24530,2017/7/11,621.5902,
凌霄泵业,2884,190000,29.11,41.92,0.01377,15295,2017/7/11,210.61215,
旭升股份,603305,120000,11.26,16.21,0.03926,30440,2017/7/10,1195.0744,
长缆科技,2879,140000,18.02,25.95,0.02659,9615,2017/7/7,255.66285,
睿能科技,603933,100000,20.2,29.09,0.02669,30750,2017/7/6,820.7175,
百达精工,603331,120000,9.63,13.87,0.03051,15520,2017/7/5,473.5152,
富满电子,300671,100000,8.11,11.68,0.02628,9215,2017/7/5,242.1702,
君禾股份,603617,100000,8.93,12.86,0.02631,18290,2017/7/3,481.2099,
大烨智能,300670,105000,10.93,15.74,0.02679,9225,2017/7/3,247.13775,
志邦家居,603801,160000,23.47,33.8,0.03206,24690,2017/6/30,791.5614,
沪宁股份,300669,80000,11,15.84,0.02458,10025,2017/6/29,246.4145,
三孚股份,603938,140000,9.64,13.88,0.03248,19490,2017/6/28,633.0352,
日盈电子,603286,80000,7.93,11.42,0.02614,21220,2017/6/27,554.6908,
广州酒家,603043,150000,13.18,18.98,0.04083,13690,2017/6/27,558.9627,
京泉华,2885,200000,15.53,22.36,0.01359,15905,2017/6/27,216.14895,
沃特股份,2886,190000,13.24,19.07,0.01394,12385,2017/6/27,172.6469,
浙商证券,601878,1000000,8.45,12.17,0.13495,7720,2017/6/26,1041.814,
美格智能,2881,105000,8.96,12.9,0.02367,13245,2017/6/22,313.50915,
易德龙,603380,160000,10.68,15.38,0.03206,15980,2017/6/22,512.3188,
华体科技,603679,100000,9.44,13.59,0.0261,18070,2017/6/21,471.627,
迪生力,603335,250000,3.62,5.21,0.04076,14470,2017/6/20,589.7972,
中设股份,2883,130000,15.67,22.56,0.01159,17195,2017/6/20,199.29005,
诚邦股份,603316,200000,6.82,9.82,0.03577,13870,2017/6/19,496.1299,
必创科技,300667,170000,10.75,15.48,0.01373,13775,2017/6/19,189.13075,
杰恩设计,300668,105000,20.92,30.12,0.01167,22835,2017/6/19,266.48445,
我乐家居,603326,160000,9.87,14.21,0.03092,13960,2017/6/16,431.6432,
卫光生物,2880,100000,25.11,36.16,0.02507,25945,2017/6/16,650.44115,
吉华集团,603980,300000,17.2,24.77,0.05873,15000,2017/6/15,880.95,
江丰电子,300666,215000,4.64,6.68,0.03526,13050,2017/6/15,460.143,
菲林格尔,603226,80000,17.56,25.29,0.0257,21210,2017/6/15,545.097,
永悦科技,603879,140000,6.75,9.72,0.03115,15410,2017/6/14,480.0215,
飞鹿股份,300665,190000,10.13,14.59,0.01459,13750,2017/6/13,200.6125,
惠发食品,603536,120000,7.63,10.99,0.02835,17680,2017/6/13,501.228,
中马传动,603767,210000,11.19,16.11,0.03743,14500,2017/6/13,542.735,
科蓝软件,300663,130000,7.27,10.47,0.0282,10110,2017/6/8,285.102,
科锐国际,300662,180000,6.55,9.43,0.03206,9825,2017/6/8,314.9895,
恒为科技,603496,100000,14.14,20.36,0.02641,26830,2017/6/7,708.5803,
圣邦股份,300661,150000,29.82,42.94,0.01294,22785,2017/6/6,294.8379,
元隆雅图,2878,185000,14.48,20.85,0.01323,14620,2017/6/6,193.4226,
智能自控,2877,120000,8.4,12.1,0.02502,10835,2017/6/5,271.0917,
华脉科技,603042,130000,11.26,16.21,0.02953,22390,2017/6/2,661.1767,
江苏雷利,300660,100000,50.19,72.27,0.0253,27735,2017/6/2,701.6955,
延江股份,300658,100000,19.41,27.95,0.02458,12375,2017/6/2,304.1775,
安奈儿,2875,100000,17.07,24.58,0.02241,12725,2017/6/1,285.16725,
上海洗霸,603200,180000,17.35,24.98,0.01489,31320,2017/6/1,466.3548,
日播时尚,603196,240000,7.08,10.2,0.0375,14340,2017/5/31,537.75,
中孚信息,300659,80000,12.85,18.5,0.02333,14090,2017/5/26,328.7197,
三利谱,2876,200000,19.12,27.53,0.01347,17380,2017/5/25,234.1086,
艾艾精工,603580,160000,9.81,14.13,0.01419,34940,2017/5/25,495.7986,
华荣股份,603855,330000,7.59,10.93,0.04558,12570,2017/5/24,572.9406,
晶瑞股份,300655,80000,6.92,9.96,0.02579,14080,2017/5/23,363.1232,
弘信电子,300657,100000,7.77,11.19,0.02595,15320,2017/5/23,397.554,
顶点软件,603383,80000,19.05,27.43,0.02436,32820,2017/5/22,799.4952,
ST天圣,2872,210000,22.37,32.21,0.03108,11980,2017/5/19,372.3384,
保隆科技,603197,110000,22.87,32.93,0.02757,33140,2017/5/19,913.6698,
民德电子,300656,150000,15.6,22.46,0.01274,18270,2017/5/19,232.7598,
新天药业,2873,170000,18.41,26.51,0.01233,14970,2017/5/19,184.5801,
秦安股份,603758,180000,10.8,15.55,0.04242,13650,2017/5/17,579.033,
海鸥股份,603269,90000,8.76,12.61,0.02413,25930,2017/5/17,625.6909,
雷迪克,300652,85000,15.88,22.87,0.02405,11595,2017/5/16,278.85975,
展鹏科技,603488,200000,7.67,11.04,0.03454,17100,2017/5/16,590.634,
正海生物,300653,200000,11.72,16.88,0.01427,15185,2017/5/16,216.68995,
香山股份,2870,110000,20.44,29.43,0.02271,10950,2017/5/15,248.6745,
苏垦农发,601952,780000,9.32,13.42,0.10356,9590,2017/5/15,993.1404,
金溢科技,2869,115000,21.8,31.39,0.02336,14330,2017/5/15,334.7488,
金牌厨柜,603180,170000,27.85,40.1,0.01353,40110,2017/5/12,542.6883,
金能科技,603113,230000,13.37,19.25,0.04847,16960,2017/5/11,822.0512,
先达股份,603086,200000,17.64,25.4,0.01492,25650,2017/5/11,382.698,
伟隆股份,2871,170000,15.39,22.16,0.01195,14495,2017/5/11,173.21525,
铁流股份,603926,120000,20.4,29.38,0.02655,29790,2017/5/10,790.9245,
寿仙谷,603896,130000,11.54,16.62,0.02947,19220,2017/5/10,566.4134,
金陵体育,300651,185000,13.71,19.74,0.01396,15620,2017/5/9,218.0552,
鸣志电器,603728,320000,11.23,16.17,0.04293,20210,2017/5/9,867.6153,
奥翔药业,603229,160000,7.81,11.25,0.02976,14320,2017/5/9,426.1632,
恒润股份,603985,200000,26.97,38.84,0.01479,29850,2017/5/5,441.4815,
杭州园林,300649,160000,9.04,13.02,0.01278,17855,2017/5/5,228.1869,
万通智控,300643,200000,4.3,6.19,0.03181,7535,2017/5/5,239.68835,
韦尔股份,603501,120000,7.02,10.11,0.03644,18970,2017/5/4,691.2668,
太龙照明,300650,155000,13.95,20.09,0.01288,18300,2017/5/3,235.704,
金石资源,603505,240000,3.74,5.39,0.03619,16740,2017/5/3,605.8206,
超频三,300647,120000,8.96,12.9,0.02556,12230,2017/5/3,312.5988,
绿康生化,2868,120000,15.2,21.89,0.023,13515,2017/5/3,310.845,
迪贝电气,603320,100000,9.93,14.3,0.02469,26820,2017/5/2,662.1858,
周大生,2867,215000,19.92,28.68,0.04266,12450,2017/4/27,531.117,
新日股份,603787,200000,6.09,8.77,0.03333,21380,2017/4/27,712.5954,
友讯达,300514,100000,8.46,12.18,0.02374,14990,2017/4/26,355.8626,
传艺科技,2866,140000,13.4,19.3,0.02489,11210,2017/4/26,279.0169,
世运电路,603920,260000,15.08,21.72,0.0517,19140,2017/4/26,989.538,
星云股份,300648,170000,15.74,22.67,0.01295,21715,2017/4/25,281.20925,
新经典,603096,130000,21.55,31.03,0.0277,35060,2017/4/25,971.162,
钧达股份,2865,120000,9.05,13.03,0.02295,9255,2017/4/25,212.40225,
正元智慧,300645,165000,12.35,17.78,0.01295,17700,2017/4/21,229.215,
透景生命,300642,150000,36.1,51.98,0.01232,37015,2017/4/21,456.0248,
格尔软件,603232,150000,18.1,26.06,0.01284,47260,2017/4/21,606.8184,
三超新材,300554,130000,14.99,21.59,0.01157,22565,2017/4/21,261.07705,
康惠制药,603139,90000,14.57,20.98,0.0255,28290,2017/4/21,721.395,
大丰实业,603081,150000,10.42,15,0.039,18150,2017/4/20,707.85,
瑞斯康达,603803,160000,13.72,19.76,0.04167,17040,2017/4/20,710.0568,
今飞凯达,2863,205000,5.48,7.89,0.03092,9150,2017/4/18,282.918,
正丹股份,300641,285000,10.73,15.45,0.03746,7495,2017/4/18,280.7627,
新凤鸣,603225,230000,26.68,38.42,0.04726,23980,2017/4/18,1133.2948,
德艺文创,300640,200000,9.41,13.55,0.01376,15700,2017/4/17,216.032,
长川科技,300604,190000,9.94,14.31,0.01344,17175,2017/4/17,230.832,
坤彩科技,603826,360000,6.79,9.78,0.04599,11590,2017/4/14,533.0241,
科林电气,603050,130000,10.29,14.82,0.02786,44240,2017/4/14,1232.5264,
瀛通通讯,2861,120000,17.25,24.84,0.02356,13675,2017/4/13,322.183,
联泰环保,603797,210000,5.96,8.58,0.03464,25710,2017/4/13,890.5944,
广和通,300638,200000,10.45,15.05,0.01388,16945,2017/4/13,235.1966,
利群股份,601366,520000,8.82,12.7,0.07793,11340,2017/4/12,883.7262,
星帅尔,2860,75000,19.81,28.53,0.01565,17380,2017/4/12,271.997,
扬帆新材,300637,120000,10.02,14.43,0.02564,9670,2017/4/12,247.9388,
凯普生物,300639,75000,18.39,26.48,0.02648,16955,2017/4/12,448.9684,
实丰文化,2862,200000,11.17,16.08,0.0127,14205,2017/4/11,180.4035,
江化微,603078,150000,24.18,34.82,0.01272,37460,2017/4/10,476.4912,
龙蟠科技,603906,200000,9.52,13.71,0.03444,17950,2017/4/10,618.198,
洁美科技,2859,100000,29.82,42.94,0.0201,20770,2017/4/7,417.477,
美诺华,603538,120000,14.03,20.2,0.02616,21770,2017/4/7,569.5032,
开立医疗,300633,115000,5.23,7.53,0.03489,8765,2017/4/6,305.81085,
光莆股份,300632,115000,7.39,10.64,0.02521,10120,2017/4/6,255.1252,
金麒麟,603586,210000,21.37,30.77,0.03395,27400,2017/4/6,930.23,
惠达卫浴,603385,280000,13.27,19.11,0.0405,21780,2017/4/5,882.09,
同和药业,300636,200000,14.47,20.84,0.01413,13700,2017/3/31,193.581,
中达安,300635,80000,12.39,17.84,0.02362,12860,2017/3/31,303.7532,
得邦照明,603303,240000,18.63,26.83,0.0365,27420,2017/3/30,1000.83,
美思德,603041,100000,12.92,18.6,0.02445,27130,2017/3/30,663.3285,
广州港,601228,2090000,2.29,3.3,0.22122,7840,2017/3/29,1734.3648,
欧派家居,603833,120000,50.08,72.12,0.03689,62370,2017/3/28,2300.8293,
圣龙股份,603178,200000,7.53,10.84,0.03335,17990,2017/3/28,599.9665,
普利制药,300630,120000,11.49,16.55,0.02624,16155,2017/3/28,423.9072,
天域生态,603717,170000,14.63,21.07,0.03179,29390,2017/3/27,934.3081,
元成股份,603388,100000,12.1,17.42,0.02493,31340,2017/3/24,781.3062,
新劲刚,300629,165000,8.28,11.92,0.01311,18385,2017/3/24,241.02735,
快意电梯,2774,330000,6.1,8.78,0.03882,8055,2017/3/24,312.6951,
常青股份,603768,200000,16.32,23.5,0.03449,24130,2017/3/24,832.2437,
力盛赛车,2858,155000,10.67,15.36,0.01174,33085,2017/3/24,388.4179,
久吾高科,300631,160000,11.97,17.24,0.01289,23310,2017/3/23,300.4659,
三晖电气,2857,200000,10.26,14.77,0.01315,15940,2017/3/23,209.611,
华测导航,300627,115000,12.77,18.39,0.0268,25190,2017/3/21,675.092,
泰禾智能,603656,180000,21.91,31.55,0.01536,47160,2017/3/21,724.3776,
捷荣技术,2855,240000,6.54,9.42,0.03264,11070,2017/3/21,361.3248,
华瑞股份,300626,100000,7.5,10.8,0.02471,14875,2017/3/20,367.56125,
碳元科技,603133,200000,7.87,11.33,0.03581,30170,2017/3/20,1080.3877,
美芝股份,2856,100000,11.61,16.72,0.02246,14440,2017/3/20,324.3224,
绝味食品,603517,150000,16.09,23.17,0.03985,37940,2017/3/17,1511.909,
新泉股份,603179,150000,14.01,20.17,0.03172,32860,2017/3/17,1042.3192,
三雄极光,300625,280000,19.3,27.79,0.03845,19580,2017/3/17,752.851,
亿联网络,300628,185000,88.67,127.68,0.01401,131295,2017/3/17,1839.44295,
维业股份,300621,135000,8.6,12.38,0.02824,12400,2017/3/16,350.176,
博士眼镜,300622,80000,9.83,14.16,0.02511,17715,2017/3/15,444.82365,
诚意药业,603811,80000,15.76,22.69,0.02531,45610,2017/3/15,1154.3891,
捷捷微电,300623,85000,27.63,39.79,0.02659,38350,2017/3/14,1019.7265,
中持股份,603903,100000,9.88,14.23,0.02628,36710,2017/3/14,964.7388,
克来机电,603960,200000,9.51,13.69,0.01549,40650,2017/3/14,629.6685,
康隆达,603665,100000,21.4,30.82,0.02581,51270,2017/3/13,1323.2787,
拉芳家化,603630,150000,18.39,26.48,0.03539,50060,2017/3/13,1771.6234,
光库科技,300620,85000,11.43,16.46,0.0247,24895,2017/3/10,614.9065,
大千生态,603955,70000,15.26,21.97,0.02854,57780,2017/3/10,1649.0412,
道道全,2852,100000,47.3,68.11,0.02273,49205,2017/3/10,1118.42965,
皮阿诺,2853,155000,31.03,44.68,0.01217,48540,2017/3/10,590.7318,
至正股份,603991,180000,10.61,15.28,0.01554,49100,2017/3/8,763.014,
尚品宅配,300616,100000,54.35,78.26,0.02781,64500,2017/3/7,1793.745,
牧高笛,603908,160000,16.37,23.57,0.01483,65010,2017/3/7,964.0983,
寒锐钴业,300618,120000,12.45,17.93,0.02732,47845,2017/3/6,1307.1254,
三星新材,603578,80000,12.26,17.65,0.02675,54800,2017/3/6,1465.9,
海量数据,603138,80000,9.99,14.39,0.02487,69970,2017/3/6,1740.1539,
麦格米特,2851,175000,12.17,17.52,0.02936,33480,2017/3/6,982.9728,
科达利,2850,140000,37.7,54.29,0.02656,44520,2017/3/2,1182.4512,
金银河,300619,185000,10.98,15.81,0.01496,37715,2017/3/1,564.2164,
安靠智电,300617,165000,24.38,35.11,0.01422,51555,2017/2/28,733.1121,
安井食品,603345,210000,11.12,16.01,0.03781,33860,2017/2/22,1280.2466,
诺邦股份,603238,120000,13.31,19.17,0.02839,39730,2017/2/22,1127.9347,
重庆建工,600939,540000,3.12,4.49,0.08619,13410,2017/2/21,1155.8079,
美力科技,300611,85000,11.97,17.24,0.02572,23320,2017/2/20,599.7904,
富瀚微,300613,110000,55.64,80.12,0.01211,109080,2017/2/20,1320.9588,
海峡环保,603817,330000,4.04,5.82,0.06459,19080,2017/2/20,1232.3772,
博天环境,603603,120000,6.74,9.71,0.03838,32880,2017/2/17,1261.9344,
威星智能,2849,80000,12.08,17.4,0.02339,26225,2017/2/17,613.40275,
白银有色,601212,2090000,1.78,2.56,0.25015,8710,2017/2/15,2178.8065,
欣天科技,300615,200000,14.37,20.69,0.01613,21715,2017/2/15,350.26295,
宣亚国际,300612,180000,16.14,23.24,0.01537,27140,2017/2/15,417.1418,
汇纳科技,300609,100000,8.12,11.69,0.02788,27615,2017/2/15,769.9062,
安正时尚,603839,280000,16.78,24.16,0.04557,17950,2017/2/14,817.9815,
晨化股份,300610,100000,10.57,15.22,0.02727,18160,2017/2/13,495.2232,
思特奇,300608,165000,16.16,23.27,0.01484,27835,2017/2/13,413.0714,
上海天洋,603330,150000,18.19,26.19,0.01466,52920,2017/2/13,775.8072,
茶花股份,603615,240000,8.37,12.05,0.04139,24550,2017/2/13,1016.1245,
高斯贝尔,2848,165000,6.31,9.09,0.03094,15195,2017/2/13,470.1333,
江山欧派,603208,70000,24.83,35.76,0.02845,35490,2017/2/10,1009.6905,
科森科技,603626,210000,18.85,27.14,0.0379,28620,2017/2/9,1084.698,
新坐标,603040,150000,16.44,23.67,0.01431,51040,2017/2/9,730.3824,
拓斯达,300607,180000,18.74,26.99,0.01489,28845,2017/2/9,429.50205,
数据港,603881,210000,7.8,11.23,0.03767,37060,2017/2/8,1396.0502,
盐津铺子,2847,120000,9.14,13.16,0.02631,22700,2017/2/8,597.237,
金太阳,300606,80000,8.36,12.04,0.02748,18660,2017/2/8,512.7768,
恒锋信息,300605,80000,9.4,13.54,0.02585,20225,2017/2/8,522.81625,
镇海股份,603637,100000,13.86,19.96,0.02769,26060,2017/2/8,721.6014,
德创环保,603177,200000,3.6,5.18,0.03713,27160,2017/2/7,1008.4508,
康泰生物,300601,125000,3.29,4.74,0.03829,17605,2017/2/7,674.09545,
英联股份,2846,120000,8.33,12,0.02542,14400,2017/2/7,366.048,
奇精机械,603677,200000,21.13,30.43,0.01633,47920,2017/2/6,782.5336,
百傲化学,603360,130000,9.24,13.31,0.03082,23620,2017/2/6,727.9684,
立昂技术,300603,100000,4.55,6.55,0.02724,17775,2017/1/26,484.191,
飞荣达,300602,100000,14.82,21.34,0.02646,22350,2017/1/26,591.381,
正裕工业,603089,90000,11.63,16.75,0.03076,34320,2017/1/26,1055.6832,
华达科技,603358,160000,31.18,44.9,0.0328,27000,2017/1/25,885.6,
同兴达,2845,95000,15.99,23.03,0.02306,24690,2017/1/25,569.3514,
会畅通讯,300578,180000,9.7,13.97,0.01462,20725,2017/1/25,302.9995,
法兰泰克,603966,160000,7.32,10.54,0.03268,24420,2017/1/25,798.0456,
国瑞科技,300600,100000,13.73,19.77,0.02629,22165,2017/1/25,582.71785,
集友股份,603429,170000,15,21.6,0.01482,52730,2017/1/24,781.4586,
张家港行,2839,540000,4.37,6.29,0.07329,2305,2017/1/24,168.93345,
吉大通信,300597,240000,5.53,7.96,0.03728,11115,2017/1/23,414.3672,
中国银河,601881,1800000,6.81,9.81,0.20811,5220,2017/1/23,1086.3342,
雄塑科技,300599,300000,7.04,10.14,0.04244,8900,2017/1/23,377.716,
泰嘉股份,2843,140000,6.08,8.76,0.02592,14625,2017/1/20,379.08,
华凯创意,300592,120000,5.21,7.5,0.02777,14150,2017/1/20,392.9455,
诚迈科技,300598,200000,8.73,12.57,0.01514,21605,2017/1/20,327.0997,
凯众股份,603037,200000,16.01,23.05,0.01593,32580,2017/1/20,518.9994,
艾迪精密,603638,170000,6.58,9.48,0.03433,22660,2017/1/20,777.9178,
杰克股份,603337,200000,17.72,25.52,0.03679,15750,2017/1/19,579.4425,
视源股份,2841,115000,19.06,27.45,0.03358,21515,2017/1/19,722.4737,
利安隆,300596,120000,11.29,16.26,0.02752,17345,2017/1/19,477.3344,
翔鹭钨业,2842,100000,11.42,16.44,0.02261,19710,2017/1/19,445.6431,
中国科传,601858,390000,6.84,9.85,0.06975,8560,2017/1/18,597.06,
欧普康视,300595,170000,23.81,34.29,0.01404,35825,2017/1/17,502.983,
天马科技,603668,210000,6.21,8.94,0.03706,18380,2017/1/17,681.1628,
荣晟环保,603165,120000,10.44,15.03,0.0299,21770,2017/1/17,650.923,
华立股份,603038,160000,23.26,33.49,0.01489,34630,2017/1/16,515.6407,
新雷能,300593,115000,6.53,9.4,0.02684,17660,2017/1/13,473.9944,
江龙船艇,300589,85000,6.34,9.13,0.02469,19740,2017/1/13,487.3806,
至纯科技,603690,200000,1.73,2.49,0.03726,26240,2017/1/13,977.7024,
泛微网络,603039,160000,14.9,21.46,0.01491,65490,2017/1/13,976.4559,
清源股份,603628,270000,5.57,8.02,0.04332,12050,2017/1/12,522.006,
海辰药业,300584,200000,11.11,16,0.01532,15855,2017/1/12,242.8986,
海利尔,603639,120000,24.95,35.93,0.02919,21920,2017/1/12,639.8448,
和胜股份,2824,120000,9.8,14.11,0.02419,9605,2017/1/12,232.34495,
荣泰健康,603579,170000,44.66,64.31,0.01556,53520,2017/1/11,832.7712,
移为通信,300590,200000,28.48,41.01,0.01521,17240,2017/1/11,262.2204,
贝斯特,300580,150000,9.59,13.81,0.04056,7985,2017/1/11,323.8716,
皖天然气,603689,330000,7.87,11.33,0.04882,8530,2017/1/10,416.4346,
天龙股份,603266,100000,14.63,21.07,0.02705,21380,2017/1/10,578.329,
万里马,300591,240000,3.07,4.42,0.03723,8600,2017/1/10,320.178,
