公司名称,股票代码,顶格申购金额,发行价格,收盘价,网上中签率,一签获利,上市日期,inc,
裕同科技,2831,120000,36.77,52.95,0.03295,22950,2016/12/16,756.2025,
森特股份,603098,180000,9.18,13.22,0.04827,18160,2016/12/16,876.5832,
*ST亚振,603389,210000,7.79,11.22,0.03921,18210,2016/12/15,714.0141,
苏利股份,603585,100000,26.79,38.58,0.02744,43080,2016/12/14,1182.1152,
家家悦,603708,360000,13.64,19.64,0.05106,27140,2016/12/13,1385.7684,
平治信息,300571,100000,12.04,17.34,0.01167,47010,2016/12/13,548.6067,
星网宇达,2829,190000,17.65,25.42,0.01343,28170,2016/12/13,378.3231,
名雕股份,2830,165000,16.53,23.8,0.01261,24095,2016/12/13,303.83795,
兴业股份,603928,200000,10.12,14.57,0.03693,23870,2016/12/12,881.5191,
高争民爆,2827,180000,8.23,11.85,0.03032,11955,2016/12/9,362.4756,
易明医药,2826,185000,6.06,8.73,0.03045,11110,2016/12/9,338.2995,
如通股份,603036,200000,6.84,9.85,0.03699,19930,2016/12/9,737.2107,
兴齐眼药,300573,200000,5.16,7.43,0.01513,22435,2016/12/8,339.44155,
贝肯能源,2828,110000,12.02,17.31,0.02508,16980,2016/12/8,425.8584,
麦迪科技,603990,200000,9.69,13.95,0.01662,45870,2016/12/8,762.3594,
三维股份,603033,80000,17.55,25.27,0.02906,41970,2016/12/7,1219.6482,
太辰光,300570,115000,20.59,29.65,0.03084,24670,2016/12/6,760.8228,
华安证券,600909,2400000,6.41,9.23,0.26954,8080,2016/12/6,2177.8832,
安车检测,300572,165000,13.79,19.86,0.01422,26255,2016/12/6,373.3461,
中通国脉,603559,60000,10.34,14.89,0.0347,46180,2016/12/2,1602.446,
苏州科达,603660,250000,8.03,11.56,0.03409,32620,2016/12/1,1112.0158,
星源材质,300568,120000,21.65,31.18,0.02801,34940,2016/12/1,978.6694,
湘油泵,603319,70000,10.46,15.06,0.02801,48630,2016/11/30,1362.1263,
苏农银行,603323,330000,6.83,9.84,0.06706,10580,2016/11/29,709.4948,
纳尔股份,2825,100000,10.17,14.64,0.02373,23490,2016/11/29,557.4177,
中装建设,2822,300000,10.23,14.73,0.03912,12755,2016/11/29,498.9756,
天能重工,300569,80000,41.57,59.86,0.02613,47110,2016/11/25,1230.9843,
神力股份,603819,90000,8.77,12.63,0.03604,38760,2016/11/25,1396.9104,
凯中精密,2823,140000,13.73,19.77,0.02782,23180,2016/11/24,644.8676,
宏辉果蔬,603336,120000,9.31,13.41,0.03358,33210,2016/11/24,1115.1918,
莱绅通灵,603900,240000,14.25,20.52,0.04326,36840,2016/11/23,1593.6984,
精测电子,300567,200000,19.92,28.68,0.01598,38800,2016/11/22,620.024,
博迈科,603727,230000,20.81,29.97,0.04241,42320,2016/11/22,1794.7912,
科信技术,300565,150000,8.78,12.64,0.03347,19470,2016/11/22,651.6609,
康德莱,603987,200000,9.5,13.68,0.04148,32040,2016/11/21,1329.0192,
凯莱英,2821,110000,30.53,43.96,0.02124,53700,2016/11/18,1140.588,
步长制药,603858,200000,55.88,80.47,0.05455,83250,2016/11/18,4541.2875,
桂发祥,2820,125000,16.6,23.9,0.02683,24840,2016/11/18,666.4572,
汇金科技,300561,140000,26.11,37.6,0.01418,57120,2016/11/17,809.9616,
徕木股份,603633,120000,6.75,9.72,0.03134,41400,2016/11/17,1297.476,
上海银行,601229,1800000,17.77,25.59,0.23006,12500,2016/11/16,2875.75,
乐心医疗,300562,145000,15.63,22.51,0.01424,45990,2016/11/16,654.8976,
激智科技,300566,195000,14.94,21.51,0.01655,32680,2016/11/15,540.854,
神宇股份,300563,200000,8.84,12.73,0.01654,33320,2016/11/14,551.1128,
东方中科,2819,110000,4.96,7.14,0.02719,22975,2016/11/11,624.69025,
国泰集团,603977,200000,6.45,9.29,0.04471,31490,2016/11/11,1407.9179,
海兴电力,603556,370000,23.63,34.03,0.05793,36580,2016/11/10,2119.0794,
国检集团,603060,220000,10.04,14.46,0.0432,37330,2016/11/9,1612.656,
富森美,2818,130000,23.49,33.83,0.03784,23885,2016/11/9,903.8084,
快克股份,603203,90000,16.5,23.76,0.02998,66840,2016/11/8,2003.8632,
贝达药业,300558,120000,17.57,25.3,0.04152,38390,2016/11/7,1593.9528,
海天精工,601882,150000,1.5,2.16,0.04962,32240,2016/11/7,1599.7488,
丝路视觉,300556,110000,5.54,7.98,0.03,29065,2016/11/4,871.95,
理工光科,300557,140000,13.91,20.03,0.01466,48670,2016/11/1,713.5022,
中富通,300560,175000,10.26,14.77,0.0159,35855,2016/11/1,570.0945,
佳发教育,300559,180000,17.56,25.29,0.01613,37170,2016/11/1,599.5521,
塞力医疗,603716,120000,26.91,38.75,0.01557,106630,2016/10/31,1660.2291,
新华网,603888,200000,27.69,39.87,0.04292,94490,2016/10/28,4055.5108,
杭州银行,600926,780000,14.39,20.72,0.12799,12830,2016/10/27,1642.1117,
电魂网络,603258,240000,15.62,22.49,0.04545,67170,2016/10/26,3052.8765,
和科达,2816,100000,8.29,11.94,0.02569,24975,2016/10/25,641.60775,
五洲新春,603667,200000,8.8,12.67,0.04231,39140,2016/10/25,1656.0134,
黄山胶囊,2817,85000,13.88,19.99,0.02475,33475,2016/10/25,828.50625,
万集科技,300552,105000,12.25,17.64,0.02997,36005,2016/10/21,1079.06985,
集智股份,300553,120000,14.08,20.28,0.01372,51990,2016/10/21,713.3028,
能科股份,603859,110000,7.54,10.86,0.03325,51850,2016/10/21,1724.0125,
和仁科技,300550,200000,12.53,18.04,0.01737,47475,2016/10/18,824.64075,
路通视信,300555,200000,15.4,22.18,0.01722,34145,2016/10/18,587.9769,
古鳌科技,300551,180000,12.48,17.97,0.01683,47335,2016/10/18,796.64805,
汇顶科技,603160,130000,19.42,27.96,0.0485,143370,2016/10/17,6953.445,
顾家家居,603816,240000,24.66,35.51,0.0647,30130,2016/10/14,1949.411,
梦百合,603313,240000,15.41,22.19,0.04613,22610,2016/10/13,1042.9993,
路畅科技,2813,120000,6.89,9.92,0.02767,29850,2016/10/12,825.9495,
崇达技术,2815,150000,16.31,23.49,0.04015,16085,2016/10/12,645.81275,
博创科技,300548,80000,11.75,16.92,0.02834,40835,2016/10/12,1157.2639,
来伊份,603777,240000,11.67,16.8,0.04605,23230,2016/10/12,1069.7415,
鼎信通讯,603421,130000,14.02,20.19,0.04575,27450,2016/10/11,1255.8375,
城地香江,603887,90000,12.13,17.47,0.03305,57870,2016/10/10,1912.6035,
川环科技,300547,145000,22.07,31.78,0.01541,33570,2016/9/30,517.3137,
常熟银行,601128,660000,4.28,6.16,0.11523,6720,2016/9/30,774.3456,
优德精密,300549,165000,15.03,21.64,0.016,41145,2016/9/30,658.32,
泰晶科技,603738,160000,16.14,23.24,0.01856,62560,2016/9/28,1161.1136,
联得装备,300545,175000,13.5,19.44,0.01735,30150,2016/9/28,523.1025,
雄帝科技,300546,130000,20.43,29.42,0.0148,64230,2016/9/28,950.604,
无锡银行,600908,550000,4.47,6.44,0.10208,8970,2016/9/23,915.6576,
农尚环境,300536,90000,9.06,13.05,0.02955,21720,2016/9/20,641.826,
新晨科技,300542,85000,8.21,11.82,0.02974,29035,2016/9/20,863.5009,
通用股份,601500,520000,4.92,7.08,0.09736,9750,2016/9/19,949.26,
网达软件,603189,220000,7.26,10.45,0.04501,36470,2016/9/14,1641.5147,
恩捷股份,2812,130000,23.41,33.71,0.03053,21375,2016/9/14,652.57875,
先进数通,300541,120000,11.07,15.94,0.03194,29790,2016/9/13,951.4926,
振华股份,603067,220000,6.13,8.83,0.04481,18620,2016/9/13,834.3622,
陇神戎发,300534,85000,13.64,19.64,0.0292,22785,2016/9/13,665.322,
新天然气,603393,160000,26.66,38.39,0.03926,40230,2016/9/12,1579.4298,
三角轮胎,601163,600000,22.07,31.78,0.11006,23920,2016/9/9,2632.6352,
郑中设计,2811,180000,13.99,20.15,0.0339,15280,2016/9/8,517.992,
朗科智能,300543,150000,22.52,32.43,0.01627,42600,2016/9/8,693.102,
正平股份,603843,290000,5.03,7.24,0.07351,16600,2016/9/5,1220.266,
江阴银行,2807,590000,4.64,6.68,0.09542,5860,2016/9/2,559.1612,
安图生物,603658,120000,14.58,21,0.04975,45740,2016/9/1,2275.565,
宏盛股份,603090,100000,8.47,12.2,0.03247,39010,2016/8/31,1266.6547,
广信材料,300537,100000,9.19,13.23,0.0311,22215,2016/8/30,690.8865,
横河模具,300539,90000,6.12,8.81,0.03192,20350,2016/8/30,649.572,
同益股份,300538,140000,15.85,22.82,0.01594,38890,2016/8/26,619.9066,
山东赫达,2810,85000,9.91,14.27,0.02898,23770,2016/8/26,688.8546,
ST花王,603007,130000,11.66,16.79,0.03805,44120,2016/8/26,1678.766,
红墙股份,2809,200000,22.46,32.34,0.01663,37845,2016/8/23,629.36235,
深冷股份,300540,200000,16.67,24,0.01823,30250,2016/8/23,551.4575,
安德利,603031,200000,11.71,16.86,0.01985,47820,2016/8/22,949.227,
欧普照明,603515,170000,14.94,21.51,0.05641,30610,2016/8/19,1726.7101,
冰川网络,300533,100000,37.02,53.31,0.0318,71890,2016/8/18,2286.102,
今天国际,300532,80000,16.32,23.5,0.03179,41615,2016/8/18,1322.94085,
兆易创新,603986,100000,23.26,33.49,0.03349,153720,2016/8/18,5148.0828,
上海电影,601595,370000,10.19,14.67,0.06415,35450,2016/8/17,2274.1175,
贵阳银行,601997,1500000,8.49,12.23,0.22393,11070,2016/8/16,2478.9051,
广西广电,600936,900000,4.8,6.91,0.15352,13660,2016/8/15,2097.0832,
恒久科技,2808,120000,7.71,11.1,0.03065,24060,2016/8/12,737.439,
上海亚虹,603159,100000,6.88,9.91,0.03449,50350,2016/8/12,1736.5715,
达威股份,300535,145000,18.5,26.64,0.01713,50850,2016/8/12,871.0605,
长久物流,603569,120000,15.43,22.22,0.05083,46750,2016/8/10,2376.3025,
中国电影,600977,1400000,8.92,12.84,0.22026,30400,2016/8/9,6695.904,
优博讯,300531,200000,13.36,19.24,0.01936,45795,2016/8/9,886.5912,
*ST达志,300530,175000,11.95,17.21,0.01821,40215,2016/8/9,732.31515,
幸福蓝海,300528,310000,6.62,9.53,0.05216,17670,2016/8/8,921.6672,
新华文轩,601811,290000,7.12,10.25,0.07965,27740,2016/8/8,2209.491,
中船应急,300527,345000,6.64,9.56,0.0751,16790,2016/8/5,1260.929,
中潜股份,300526,70000,10.5,15.12,0.03674,35730,2016/8/2,1312.7202,
江苏银行,600919,3460000,6.27,9.03,0.46731,5490,2016/8/2,2565.5319,
健帆生物,300529,120000,10.8,15.55,0.04983,33445,2016/8/2,1666.56435,
三祥新材,603663,130000,5.28,7.6,0.04196,42640,2016/8/1,1789.1744,
超讯通信,603322,200000,11.99,17.27,0.02237,74450,2016/7/28,1665.4465,
华锋股份,2806,200000,6.2,8.93,0.01837,35905,2016/7/26,659.57485,
辰安科技,300523,200000,21.92,31.56,0.02082,82720,2016/7/26,1722.2304,
博思软件,300525,170000,11.68,16.82,0.01908,60515,2016/7/26,1154.6262,
海波重科,300517,100000,10.04,14.46,0.03713,27275,2016/7/19,1012.72075,
吉宏股份,2803,115000,6.37,9.17,0.03322,24450,2016/7/12,812.229,
海汽集团,603069,230000,3.82,5.5,0.07553,18770,2016/7/12,1417.6981,
科大国创,300520,90000,10.05,14.47,0.03532,46330,2016/7/8,1636.3756,
丰元股份,2805,95000,5.8,8.35,0.03126,27440,2016/7/7,857.7744,
玲珑轮胎,601966,600000,12.98,18.69,0.1351,29040,2016/7/6,3923.304,
爱司凯,300521,200000,11.26,16.21,0.02188,33880,2016/7/5,741.2944,
世名科技,300522,165000,18.55,26.71,0.02036,39080,2016/7/5,795.6688,
新宏泰,603016,140000,8.49,12.23,0.04777,40130,2016/7/1,1917.0101,
哈森股份,603958,210000,9.15,13.18,0.05767,38820,2016/6/29,2238.7494,
洪汇新材,2802,105000,9.52,13.71,0.03437,28080,2016/6/29,965.1096,
合诚股份,603909,100000,10.55,15.19,0.04104,62020,2016/6/28,2545.3008,
新光药业,300519,200000,12.2,17.57,0.02346,50040,2016/6/24,1173.9384,
盛讯达,300518,90000,22.22,32,0.03854,80635,2016/6/24,3107.6729,
微光股份,2801,145000,19.51,28.09,0.01799,74055,2016/6/22,1332.24945,
小康股份,601127,420000,5.81,8.37,0.11018,38460,2016/6/15,4237.5228,
三德科技,300515,100000,8.57,12.34,0.03902,33455,2016/6/8,1305.4141,
环球印务,2799,100000,7.98,11.49,0.03428,35825,2016/6/8,1228.081,
上海沪工,603131,100000,10.09,14.53,0.04171,96320,2016/6/7,4017.5072,
中国核建,601611,1570000,3.47,5,0.27982,19540,2016/6/6,5467.6828,
三棵树,603737,100000,15.94,22.95,0.04146,97110,2016/6/3,4026.1806,
久之洋,300516,120000,22.5,32.4,0.0429,76010,2016/6/2,3260.829,
天顺股份,2800,185000,7.7,11.09,0.02029,40485,2016/5/30,821.44065,
恒实科技,300513,190000,11.73,16.89,0.0236,59415,2016/5/30,1402.194,
中亚股份,300512,130000,20.91,30.11,0.04606,31310,2016/5/26,1442.1386,
帝欧家居,2798,85000,10.57,15.22,0.0341,33185,2016/5/25,1131.6085,
四方科技,603339,190000,10.19,14.67,0.05737,31640,2016/5/19,1815.1868,
百利科技,603959,220000,6.03,8.68,0.05684,30030,2016/5/17,1706.9052,
ST威龙,603779,200000,4.61,6.64,0.05322,34550,2016/5/16,1838.751,
第一创业,2797,655000,10.64,15.32,0.1239,6960,2016/5/11,862.344,
世嘉科技,2796,200000,12.95,18.65,0.0206,19395,2016/5/10,399.537,
金冠股份,300510,85000,12.3,17.71,0.03913,14755,2016/5/6,577.36315,
汇嘉时代,603101,240000,8.81,12.69,0.06046,17410,2016/5/6,1052.6086,
雪榕生物,300511,150000,16.82,24.22,0.04748,19045,2016/5/4,904.2566,
多伦科技,603528,190000,9.45,13.61,0.05875,58760,2016/5/3,3452.15,
苏奥传感,300507,165000,24.92,35.88,0.02213,28205,2016/4/29,624.17665,
永和智控,2795,100000,14.85,21.38,0.03491,16475,2016/4/28,575.14225,
嘉澳环保,603822,180000,11.76,16.93,0.02386,32030,2016/4/28,764.2358,
天鹅股份,603029,80000,8.93,12.86,0.04477,27120,2016/4/27,1214.1624,
新美星,300509,200000,13.22,19.04,0.02463,20045,2016/4/25,493.70835,
朗迪集团,603726,90000,11.73,16.89,0.0422,35970,2016/4/21,1517.934,
维宏股份,300508,55000,20.08,28.92,0.03188,43355,2016/4/19,1382.1574,
飞科电器,603868,130000,18.03,25.96,0.06327,42610,2016/4/18,2695.9347,
罗欣药业,2793,100000,11.97,17.24,0.03686,23010,2016/4/15,848.1486,
德宏股份,603701,190000,13.5,19.44,0.02713,53400,2016/4/12,1448.742,
康普顿,603798,100000,14.33,20.64,0.04319,49680,2016/4/6,2145.6792,
景嘉微,300474,130000,13.64,19.64,0.04839,57755,2016/3/31,2794.76445,
赛福天,603028,220000,4.26,6.13,0.06118,23770,2016/3/31,1454.2486,
坚朗五金,2791,210000,21.57,31.06,0.0447,16065,2016/3/29,718.1055,
通宇通讯,2792,150000,22.94,33.03,0.03644,27015,2016/3/28,984.4266,
名家汇,300506,120000,8.58,12.36,0.04836,12915,2016/3/24,624.5694,
白云电器,603861,140000,8.5,12.24,0.07404,17690,2016/3/22,1309.7676,
蓝海华腾,300484,130000,18.75,27,0.02371,71825,2016/3/22,1702.97075,
ST华钰,601020,150000,7.18,10.34,0.07127,16940,2016/3/16,1207.3138,
川金诺,300505,90000,10.25,14.76,0.04575,13425,2016/3/15,614.19375,
建艺集团,2789,80000,22.53,32.44,0.03701,19135,2016/3/11,708.18635,
金徽酒,603919,280000,10.94,15.75,0.07417,17590,2016/3/10,1304.6503,
昊志机电,300503,100000,7.72,11.12,0.04714,16015,2016/3/9,754.9471,
司太立,603520,120000,12.15,17.5,0.04866,29080,2016/3/9,1415.0328,
瑞尔特,2790,160000,16.58,23.88,0.0468,16085,2016/3/8,752.778,
千禾味业,603027,160000,9.19,13.23,0.05333,18690,2016/3/7,996.7377,
新易盛,300502,190000,21.47,30.92,0.02669,26970,2016/3/3,719.8293,
天创时尚,603608,280000,9.8,14.11,0.07687,15890,2016/2/18,1221.4643,
鹭燕医药,2788,125000,18.65,26.86,0.04496,16505,2016/2/18,742.0648,
南方传媒,601900,500000,6.13,8.83,0.13295,15480,2016/2/15,2058.066,
东方时尚,603377,150000,16.4,23.62,0.07343,33160,2016/2/5,2434.9388,
海顺新材,300501,130000,22.02,31.71,0.02224,32485,2016/2/4,722.4664,
启迪设计,300500,150000,20.91,30.11,0.02297,28960,2016/2/4,665.2112,
高澜股份,300499,165000,15.52,22.35,0.02307,27280,2016/2/2,629.3496,
高科石化,2778,85000,8.5,12.24,0.19235,15185,2016/1/6,2920.83475,
乾景园林,603778,80000,18.98,27.33,0.17144,50750,2015/12/31,8700.58,
苏盐井神,603299,270000,3.69,5.31,0.24719,16220,2015/12/31,4009.4218,
盛天网络,300494,120000,18.1,26.06,0.18544,38825,2015/12/31,7199.708,
通合科技,300491,80000,10.48,15.09,0.17512,21720,2015/12/31,3803.6064,
华自科技,300490,100000,9.09,13.09,0.16907,17650,2015/12/31,2984.0855,
华源控股,2787,140000,11.37,16.37,0.20829,15295,2015/12/31,3185.79555,
久远银海,2777,80000,11.46,16.5,0.13778,34765,2015/12/31,4789.9217,
思维列控,603508,120000,33.56,48.33,0.39971,92010,2015/12/24,36777.3171,
华图山鼎,300492,80000,6.9,9.94,0.18827,20175,2015/12/23,3798.34725,
银宝山新,2786,125000,10.72,15.44,0.23658,20205,2015/12/23,4780.0989,
万里石,2785,200000,2.29,3.3,0.17831,12025,2015/12/23,2144.17775,
桃李面包,603866,130000,13.76,19.81,0.40804,42710,2015/12/22,17427.3884,
*ST美尚,300495,65000,31.82,45.82,0.29128,56240,2015/12/22,16381.5872,
可立克,2782,170000,7.58,10.92,0.22292,17450,2015/12/22,3889.954,
奇信股份,2781,225000,13.31,19.17,0.26825,23420,2015/12/22,6282.415,
富祥药业,300497,70000,15.33,22.08,0.16265,30705,2015/12/22,4994.16825,
*ST中新,603996,200000,10.52,15.15,0.23868,37250,2015/12/22,8890.83,
道森股份,603800,200000,10.95,15.77,0.31557,48870,2015/12/10,15421.9059,
润欣科技,300493,120000,6.87,9.89,0.14701,30610,2015/12/10,4499.9761,
中科创达,300496,100000,23.27,33.51,0.23675,99880,2015/12/10,23646.59,
读者传媒,603999,240000,9.77,14.07,0.25454,49010,2015/12/10,12475.0054,
博敏电子,603936,160000,8.06,11.61,0.23399,42970,2015/12/9,10054.5503,
安记食品,603696,120000,10.1,14.54,0.27612,50640,2015/12/9,13982.7168,
邦宝益智,603398,90000,13.97,20.12,0.23183,76590,2015/12/9,17755.8597,
三夫户外,2780,65000,9.42,13.56,0.14837,49760,2015/12/9,7382.8912,
中坚科技,2779,85000,12.11,17.44,0.16213,31855,2015/12/9,5164.65115,
凯龙股份,2783,80000,28.68,41.3,0.21796,58610,2015/12/9,12774.6356,
光力科技,300480,90000,7.28,10.48,0.1599,14420,2015/7/2,2305.758,
蓝晓科技,300487,80000,14.83,21.36,0.47269,7075,2015/7/2,3344.28175,
恒锋工具,300488,60000,20.11,28.96,0.15117,10700,2015/7/1,1617.519,
四通股份,603838,130000,7.73,11.13,0.27126,8180,2015/7/1,2218.9068,
中飞股份,300489,45000,17.56,25.29,0.41365,9740,2015/7/1,4028.951,
国恩股份,2768,80000,17.47,25.16,0.43735,8550,2015/6/30,3739.3425,
濮阳惠成,300481,80000,9.13,13.15,0.46746,6020,2015/6/30,2814.1092,
*ST科迪,2770,270000,6.85,9.86,0.49425,4220,2015/6/30,2085.735,
首华燃气,300483,60000,11.39,16.4,0.31538,7415,2015/6/30,2338.5427,
万孚生物,300482,85000,16,23.04,0.38939,12395,2015/6/30,4826.48905,
天成自控,603085,100000,7.27,10.47,0.27244,9250,2015/6/30,2520.07,
东杰智能,300486,135000,8.94,12.87,0.3668,5660,2015/6/30,2076.088,
恒通股份,603223,120000,8.31,11.97,0.34634,10900,2015/6/30,3775.106,
金诚信,603979,380000,17.19,24.75,0.78109,13990,2015/6/30,10927.4491,
口子窖,603589,180000,16,23.04,0.6946,16110,2015/6/29,11190.006,
万林物流,603117,180000,5.93,8.54,0.30624,7330,2015/6/29,2244.7392,
红蜻蜓,603116,170000,17.7,25.49,0.76931,16310,2015/6/29,12547.4461,
文科园林,2775,120000,16.93,24.38,0.48519,8990,2015/6/29,4361.8581,
真视通,2771,80000,12.78,18.4,0.188,10120,2015/6/29,1902.56,
普路通,2769,70000,28.49,41.03,0.40911,21715,2015/6/29,8883.82365,
康弘药业,2773,135000,13.62,19.61,0.23043,11545,2015/6/26,2660.31435,
众兴菌业,2772,145000,13,18.72,0.21911,8440,2015/6/26,1849.2884,
ST柏龙,2776,100000,23.29,33.54,0.60349,12705,2015/6/26,7667.34045,
赛升药业,300485,120000,38.46,55.38,0.36629,25630,2015/6/26,9388.0127,
国泰君安,601211,4570000,19.71,28.38,1.57421,11370,2015/6/26,17898.7677,
先锋电子,2767,100000,14.87,21.41,0.34769,17775,2015/6/12,6180.18975,
蓝黛科技,2765,205000,7.67,11.04,0.2883,8385,2015/6/12,2417.3955,
神思电子,300479,80000,11.02,15.87,0.27597,20910,2015/6/12,5770.5327,
中密控股,300470,50000,34.6,49.82,0.33358,37270,2015/6/12,12432.5266,
德尔股份,300473,100000,28.76,41.41,0.59359,26290,2015/6/12,15605.4811,
绿城水务,601368,440000,6.43,9.26,0.29547,13750,2015/6/12,4062.7125,
韩建河山,603616,130000,11.35,16.34,0.32922,28340,2015/6/11,9330.0948,
音飞储存,603066,100000,12.43,17.9,0.25743,33810,2015/6/11,8703.7083,
*ST索菱,2766,180000,7.53,10.84,0.31532,10925,2015/6/11,3444.871,
凤形股份,2760,85000,8.31,11.97,0.345,11620,2015/6/11,4008.9,
信息发展,300469,60000,10.14,14.6,0.25546,23425,2015/6/11,5984.1505,
厚普股份,300471,70000,54.01,77.77,0.52634,48730,2015/6/11,25648.5482,
新元科技,300472,65000,11.39,16.4,0.35144,15500,2015/6/11,5447.32,
胜宏科技,300476,140000,15.73,22.65,0.46101,19690,2015/6/11,9077.2869,
宝钢包装,601968,620000,3.08,4.44,0.45303,9410,2015/6/11,4263.0123,
杭州高新,300478,55000,14.84,21.37,0.271,22380,2015/6/10,6064.98,
合纵科技,300477,100000,10.61,15.28,0.23642,16485,2015/6/10,3897.3837,
聚隆科技,300475,200000,8.8,12.67,0.27344,13295,2015/6/10,3635.3848,
星徽股份,300464,80000,10.2,14.69,0.28157,15765,2015/6/10,4438.95105,
汇洁股份,2763,215000,13.1,18.86,0.3665,15985,2015/6/10,5858.5025,
金发拉比,2762,65000,26,37.44,0.29477,31435,2015/6/10,9266.09495,
多喜爱,2761,120000,7.28,10.48,0.22779,10525,2015/6/10,2397.48975,
中国核电,601985,11670000,3.39,4.88,1.63187,10400,2015/6/10,16971.448,
永创智能,603901,100000,15.81,22.77,0.34989,55330,2015/5/29,19359.4137,
华铁应急,603300,200000,8.22,11.84,0.37224,31830,2015/5/29,11848.3992,
石大胜华,603026,180000,6.51,9.37,0.29564,28220,2015/5/29,8342.9608,
金桥信息,603918,80000,9.5,13.68,0.21315,58310,2015/5/28,12428.7765,
赛摩智能,300466,80000,10.25,14.76,0.30973,21625,2015/5/28,6697.91125,
伟明环保,603568,130000,11.27,16.23,0.4607,44450,2015/5/28,20478.115,
迎驾贡酒,603198,240000,11.8,16.99,0.70015,27430,2015/5/28,19205.1145,
高伟达,300465,120000,11.26,16.21,0.29501,39360,2015/5/28,11611.5936,
灵康药业,603669,260000,11.7,16.85,0.41391,45650,2015/5/28,18894.9915,
天际股份,2759,95000,12.02,17.31,0.31444,23500,2015/5/28,7389.34,
迈克生物,300463,185000,27.96,40.26,0.32206,53495,2015/5/28,17228.5997,
南兴股份,2757,105000,12.94,18.63,0.32375,27445,2015/5/27,8885.31875,
浙农股份,2758,55000,18.04,25.98,0.25635,38940,2015/5/27,9982.269,
华铭智能,300462,50000,14.25,20.52,0.35489,33185,2015/5/27,11777.02465,
四方精创,300468,100000,18.76,27.01,0.27155,50860,2015/5/27,13811.033,
迅游科技,300467,40000,33.75,48.6,0.19671,93315,2015/5/27,18355.99365,
威帝股份,603023,80000,13.25,19.08,0.26443,58480,2015/5/27,15463.8664,
润达医疗,603108,80000,17,24.48,0.27989,73370,2015/5/27,20535.5293,
引力传媒,603598,120000,7.2,10.37,0.16913,44170,2015/5/27,7470.4721,
吉祥航空,603885,200000,11.18,16.1,0.30593,57250,2015/5/27,17514.4925,
田中精机,300461,65000,7.92,11.4,0.12364,32975,2015/5/19,4077.029,
永东股份,2753,95000,13.56,19.53,0.4134,28185,2015/5/19,11651.679,
金海高科,603311,210000,5.39,7.76,0.29959,46660,2015/5/18,13978.8694,
新通联,603022,80000,14.31,20.61,0.36078,61990,2015/5/18,22364.7522,
普莱柯,603566,160000,15.52,22.35,0.50595,61210,2015/5/18,30969.1995,
先导智能,300450,65000,21.21,30.54,0.47445,56980,2015/5/18,27034.161,
醋化股份,603968,100000,19.58,28.2,0.5811,75980,2015/5/18,44151.978,
山河药辅,300452,45000,14.96,21.54,0.29578,46170,2015/5/15,13656.1626,
永兴材料,2756,200000,21.74,31.31,0.47844,43055,2015/5/15,20599.2342,
金科文化,300459,105000,7.84,11.29,0.32808,21180,2015/5/15,6948.7344,
惠伦晶体,300460,155000,6.43,9.26,0.3389,18920,2015/5/15,6411.988,
奥赛康,2755,100000,7.49,10.79,0.31597,21580,2015/5/15,6818.6326,
三鑫医疗,300453,75000,12.87,18.53,0.41265,32635,2015/5/15,13466.83275,
海利生物,603718,280000,6.81,9.81,0.30781,39910,2015/5/15,12284.6971,
艾华集团,603989,200000,20.74,29.87,0.64092,81410,2015/5/15,52177.2972,
康拓红外,300455,140000,6.88,9.91,0.34593,34150,2015/5/15,11813.5095,
雪峰科技,603227,320000,4.98,7.17,0.29768,31300,2015/5/15,9317.384,
全志科技,300458,160000,12.73,18.33,0.43323,57565,2015/5/15,24938.88495,
赢合科技,300457,75000,12.41,17.87,0.33035,38700,2015/5/14,12784.545,
创业慧康,300451,65000,14.02,20.19,0.20181,102030,2015/5/14,20590.6743,
赛微电子,300456,80000,14.01,20.17,0.38635,47345,2015/5/14,18291.74075,
莱克电气,603355,120000,19.08,27.48,0.39513,94450,2015/5/13,37320.0285,
中光防雷,300414,80000,14.74,21.23,0.2996,50710,2015/5/13,15192.716,
广信股份,603599,180000,16.11,23.2,0.31582,80410,2015/5/13,25395.0862,
江苏有线,600959,1770000,5.47,7.88,1.23902,42750,2015/4/28,52968.105,
星光农机,603789,200000,11.23,16.17,0.66352,15300,2015/4/27,10151.856,
康斯特,300445,40000,18.12,26.09,0.5176,101325,2015/4/24,52445.82,
派思股份,603318,120000,6.52,9.39,0.3188,77570,2015/4/24,24729.316,
珍宝岛,603567,180000,23.6,33.98,0.82833,31890,2015/4/24,26415.4437,
浩云科技,300448,80000,15.79,22.74,0.46261,95555,2015/4/24,44204.69855,
福鞍股份,603315,100000,10.77,15.51,0.47166,18860,2015/4/24,8895.5076,
博济医药,300404,65000,12.87,18.53,0.30044,82920,2015/4/24,24912.4848,
易尚展示,2751,65000,10.48,15.09,0.33868,67890,2015/4/24,22992.9852,
普丽盛,300442,100000,19.17,27.6,0.61969,15145,2015/4/24,9385.20505,
鹏辉能源,300438,80000,14.87,21.41,0.45411,17765,2015/4/24,8067.26415,
金石亚药,300434,65000,10.57,15.22,0.43588,64300,2015/4/24,28027.084,
老百姓,603883,260000,16.41,23.63,0.54354,34030,2015/4/23,18496.6662,
盛洋科技,603703,90000,11.32,16.3,0.45105,23610,2015/4/23,10649.2905,
